job_title,company,location,salary,skills
ML Engineer,Infosys,Bangalore,100282,"Python, SQL"
Business Analyst,Amazon,Bangalore,119412,"SQL, Power BI"
Data Analyst,Wipro,Delhi,99241,"Python, ML"
Business Analyst,Amazon,Pune,47452,"Python, SQL"
Data Scientist,Amazon,Delhi,91049,"Python, Excel"
Data Analyst,Infosys,Mumbai,98174,"Python, ML"
Business Analyst,TCS,Pune,76998,"Python, ML"
Business Analyst,Accenture,Mumbai,57873,"Excel, Tableau"
Business Analyst,Accenture,Pune,129090,"SQL, Power BI"
Business Analyst,Infosys,Mumbai,122507,"Python, Excel"
Business Analyst,Amazon,Mumbai,135513,"Python, Excel"
Data Analyst,TCS,Pune,110869,"SQL, Power BI"
Data Scientist,Wipro,Mumbai,94238,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,123331,"Python, SQL"
Business Analyst,Infosys,Pune,121631,"Python, ML"
Data Scientist,Accenture,Hyderabad,85261,"SQL, Power BI"
Data Analyst,TCS,Delhi,39808,"SQL, Power BI"
Data Scientist,Accenture,Hyderabad,59923,"Excel, Tableau"
Data Analyst,Amazon,Bangalore,141432,"Python, ML"
Data Scientist,Wipro,Pune,38657,"Python, SQL"
ML Engineer,Amazon,Mumbai,44697,"Python, SQL"
Data Scientist,TCS,Bangalore,61530,"Python, Excel"
Data Scientist,Google,Bangalore,70579,"SQL, Power BI"
Business Analyst,Wipro,Pune,39066,"SQL, Power BI"
Data Scientist,Infosys,Mumbai,45799,"Python, Excel"
Data Scientist,Wipro,Hyderabad,119513,"Python, ML"
ML Engineer,TCS,Pune,111936,"SQL, Power BI"
Business Analyst,Infosys,Pune,63204,"Python, SQL"
ML Engineer,Infosys,Mumbai,48283,"Python, Excel"
Data Analyst,Wipro,Bangalore,92949,"Excel, Tableau"
ML Engineer,Amazon,Bangalore,92871,"Python, ML"
Data Analyst,Google,Delhi,60523,"Excel, Tableau"
ML Engineer,Google,Hyderabad,33237,"Excel, Tableau"
Business Analyst,Google,Bangalore,77865,"Python, ML"
Data Scientist,Accenture,Pune,85690,"Python, Excel"
Data Analyst,Google,Bangalore,123516,"Python, ML"
Data Analyst,Google,Delhi,86291,"Python, ML"
Data Scientist,Google,Bangalore,85834,"Python, Excel"
Business Analyst,TCS,Mumbai,66535,"Python, ML"
Business Analyst,Google,Delhi,141684,"SQL, Power BI"
Data Scientist,Accenture,Bangalore,125244,"SQL, Power BI"
Business Analyst,Google,Bangalore,134422,"Python, ML"
Business Analyst,Amazon,Pune,133340,"Python, Excel"
Data Scientist,Infosys,Delhi,90237,"Python, ML"
Data Analyst,Accenture,Hyderabad,76545,"Python, ML"
Data Analyst,Wipro,Hyderabad,43507,"SQL, Power BI"
Business Analyst,Infosys,Pune,84286,"Python, ML"
Data Scientist,TCS,Mumbai,46007,"Python, ML"
Data Scientist,Amazon,Hyderabad,103539,"Python, ML"
Data Scientist,Wipro,Bangalore,52606,"Python, Excel"
Business Analyst,Wipro,Delhi,124671,"Excel, Tableau"
Business Analyst,Accenture,Pune,87485,"Python, Excel"
Data Analyst,Infosys,Mumbai,120758,"Python, ML"
Data Analyst,Google,Delhi,67316,"Python, SQL"
Data Scientist,TCS,Hyderabad,100075,"Python, SQL"
Business Analyst,Wipro,Bangalore,112265,"Python, Excel"
Data Analyst,Wipro,Mumbai,47590,"Excel, Tableau"
Business Analyst,Infosys,Pune,31225,"Python, SQL"
ML Engineer,TCS,Bangalore,101729,"Excel, Tableau"
ML Engineer,Accenture,Mumbai,56934,"Python, SQL"
Data Analyst,Infosys,Pune,149551,"Python, ML"
Business Analyst,Accenture,Bangalore,50778,"Python, SQL"
Data Analyst,Google,Bangalore,147286,"Python, ML"
Data Scientist,TCS,Pune,148220,"Python, SQL"
ML Engineer,Wipro,Bangalore,110424,"SQL, Power BI"
Data Analyst,Amazon,Mumbai,55040,"Python, ML"
Business Analyst,Accenture,Pune,91667,"Python, SQL"
Data Analyst,Accenture,Bangalore,58983,"Python, SQL"
Business Analyst,Infosys,Delhi,140654,"Python, Excel"
ML Engineer,Infosys,Mumbai,40776,"Excel, Tableau"
ML Engineer,Accenture,Pune,123007,"SQL, Power BI"
Business Analyst,Google,Pune,53313,"Excel, Tableau"
Data Scientist,Accenture,Delhi,48367,"Python, SQL"
Data Scientist,Wipro,Pune,137342,"SQL, Power BI"
Business Analyst,Infosys,Pune,90703,"SQL, Power BI"
Data Analyst,TCS,Mumbai,113674,"Excel, Tableau"
ML Engineer,Accenture,Mumbai,93281,"Python, Excel"
Data Analyst,Google,Bangalore,149622,"Python, ML"
Business Analyst,TCS,Bangalore,113182,"Excel, Tableau"
ML Engineer,Google,Pune,89818,"Excel, Tableau"
Data Scientist,Wipro,Mumbai,46392,"Python, SQL"
ML Engineer,Infosys,Bangalore,96484,"Python, SQL"
ML Engineer,Accenture,Delhi,62149,"Excel, Tableau"
ML Engineer,Accenture,Bangalore,91878,"Excel, Tableau"
Data Analyst,Infosys,Mumbai,121233,"SQL, Power BI"
Data Scientist,TCS,Mumbai,110748,"Python, SQL"
Data Scientist,TCS,Bangalore,92549,"SQL, Power BI"
Data Scientist,Amazon,Hyderabad,129465,"Python, ML"
ML Engineer,TCS,Delhi,56569,"Python, ML"
ML Engineer,Google,Hyderabad,44865,"Excel, Tableau"
Data Scientist,Infosys,Delhi,145666,"Excel, Tableau"
ML Engineer,Infosys,Hyderabad,49246,"Python, Excel"
Data Scientist,Infosys,Delhi,52335,"Python, ML"
Business Analyst,TCS,Mumbai,107642,"Excel, Tableau"
Business Analyst,Google,Delhi,74406,"Python, SQL"
Data Scientist,Google,Bangalore,83411,"Excel, Tableau"
Data Scientist,Infosys,Pune,46548,"Python, SQL"
ML Engineer,Wipro,Pune,103825,"SQL, Power BI"
ML Engineer,Infosys,Mumbai,100396,"Python, ML"
Business Analyst,Wipro,Pune,148394,"Python, Excel"
Data Scientist,Infosys,Bangalore,135564,"Python, ML"
ML Engineer,TCS,Delhi,36625,"SQL, Power BI"
Data Analyst,Google,Bangalore,38395,"Python, SQL"
Data Scientist,Amazon,Mumbai,112275,"Python, SQL"
ML Engineer,Accenture,Hyderabad,147755,"Python, ML"
Business Analyst,TCS,Mumbai,120350,"Python, Excel"
ML Engineer,Wipro,Delhi,39765,"Python, SQL"
ML Engineer,Amazon,Bangalore,86061,"SQL, Power BI"
Data Analyst,Accenture,Bangalore,60757,"Python, ML"
Business Analyst,Wipro,Mumbai,96559,"Python, Excel"
Data Scientist,Amazon,Delhi,50583,"Python, Excel"
ML Engineer,TCS,Delhi,93623,"SQL, Power BI"
Data Analyst,Wipro,Hyderabad,117596,"Excel, Tableau"
Business Analyst,Amazon,Delhi,109357,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,126952,"Python, SQL"
Data Scientist,Infosys,Delhi,105265,"Python, ML"
Data Analyst,Amazon,Pune,118119,"Python, SQL"
Data Scientist,Infosys,Delhi,102503,"Python, SQL"
Business Analyst,Google,Delhi,64891,"Python, ML"
ML Engineer,Amazon,Mumbai,73277,"Python, ML"
ML Engineer,Google,Mumbai,66879,"SQL, Power BI"
ML Engineer,Amazon,Bangalore,136063,"SQL, Power BI"
Business Analyst,TCS,Pune,108895,"SQL, Power BI"
Data Analyst,TCS,Hyderabad,36867,"Python, SQL"
ML Engineer,Wipro,Hyderabad,39562,"Python, SQL"
Data Analyst,Amazon,Pune,115427,"Python, SQL"
ML Engineer,Wipro,Mumbai,96465,"Python, ML"
Data Scientist,Amazon,Delhi,68334,"SQL, Power BI"
ML Engineer,Infosys,Pune,122179,"Python, SQL"
Data Scientist,Google,Pune,35074,"SQL, Power BI"
ML Engineer,Google,Hyderabad,61348,"Excel, Tableau"
ML Engineer,TCS,Bangalore,44564,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,82659,"Excel, Tableau"
Business Analyst,Infosys,Delhi,139688,"Python, Excel"
Business Analyst,Amazon,Delhi,33689,"Excel, Tableau"
Data Scientist,Amazon,Delhi,58481,"Python, Excel"
Data Scientist,Accenture,Hyderabad,109090,"SQL, Power BI"
Business Analyst,Accenture,Bangalore,114010,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,121416,"Python, SQL"
Data Scientist,Accenture,Pune,112241,"Excel, Tableau"
ML Engineer,Amazon,Pune,73918,"Python, SQL"
Business Analyst,Accenture,Pune,44438,"Python, SQL"
Data Scientist,Wipro,Pune,99280,"Python, ML"
Business Analyst,Wipro,Mumbai,119529,"SQL, Power BI"
ML Engineer,Amazon,Mumbai,67994,"SQL, Power BI"
ML Engineer,Accenture,Delhi,133514,"SQL, Power BI"
Data Scientist,Infosys,Bangalore,97440,"Python, Excel"
Business Analyst,Wipro,Pune,132344,"Python, ML"
Data Analyst,Google,Delhi,62466,"Python, ML"
ML Engineer,TCS,Hyderabad,80452,"SQL, Power BI"
Business Analyst,Google,Pune,85836,"Python, SQL"
Data Analyst,Accenture,Bangalore,144179,"Python, Excel"
ML Engineer,Google,Bangalore,111706,"Python, ML"
Business Analyst,Google,Bangalore,103274,"Python, SQL"
Data Scientist,Infosys,Bangalore,132307,"Python, SQL"
Data Analyst,Infosys,Hyderabad,81880,"Python, Excel"
Data Analyst,Amazon,Delhi,51701,"Python, ML"
Data Scientist,Google,Pune,101987,"Python, ML"
Data Scientist,Wipro,Delhi,89941,"Python, ML"
Business Analyst,Infosys,Pune,149478,"Python, SQL"
ML Engineer,TCS,Bangalore,63493,"SQL, Power BI"
Data Analyst,Google,Hyderabad,149510,"Python, SQL"
Data Scientist,Accenture,Delhi,32990,"Python, Excel"
Data Analyst,Infosys,Bangalore,85059,"SQL, Power BI"
Data Scientist,Infosys,Delhi,71231,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,52667,"Python, SQL"
Data Analyst,TCS,Hyderabad,136463,"Python, ML"
Data Scientist,Accenture,Bangalore,94066,"Python, Excel"
ML Engineer,Accenture,Mumbai,100806,"Python, SQL"
Data Analyst,Infosys,Pune,112727,"Python, Excel"
ML Engineer,Amazon,Bangalore,138058,"Python, Excel"
Data Scientist,Wipro,Delhi,96698,"SQL, Power BI"
Business Analyst,Amazon,Mumbai,106547,"Python, Excel"
ML Engineer,TCS,Delhi,123613,"SQL, Power BI"
ML Engineer,Accenture,Bangalore,99113,"SQL, Power BI"
Business Analyst,Amazon,Delhi,90080,"Python, SQL"
ML Engineer,Infosys,Delhi,142192,"Python, Excel"
ML Engineer,Amazon,Bangalore,30206,"SQL, Power BI"
Data Analyst,TCS,Bangalore,134658,"Python, ML"
Data Scientist,TCS,Delhi,100287,"SQL, Power BI"
Data Scientist,Accenture,Delhi,129601,"Python, Excel"
Data Analyst,Google,Mumbai,51965,"Python, Excel"
Data Analyst,Infosys,Pune,116260,"SQL, Power BI"
ML Engineer,Google,Delhi,74488,"SQL, Power BI"
Business Analyst,Accenture,Delhi,58864,"SQL, Power BI"
Data Analyst,Accenture,Mumbai,38945,"Python, ML"
Data Scientist,Infosys,Pune,62440,"Excel, Tableau"
ML Engineer,Wipro,Delhi,94759,"SQL, Power BI"
Data Analyst,Google,Pune,73018,"Python, ML"
Business Analyst,TCS,Bangalore,148427,"Python, SQL"
Data Scientist,Google,Delhi,57369,"Excel, Tableau"
ML Engineer,Amazon,Bangalore,131881,"SQL, Power BI"
Data Analyst,Accenture,Delhi,139669,"Excel, Tableau"
Data Analyst,Google,Delhi,126155,"Python, ML"
Data Scientist,Accenture,Hyderabad,55342,"Python, Excel"
ML Engineer,Accenture,Mumbai,81399,"SQL, Power BI"
Data Scientist,Google,Hyderabad,130510,"Python, SQL"
Data Scientist,Wipro,Mumbai,82974,"Python, Excel"
ML Engineer,Accenture,Mumbai,78376,"Python, Excel"
Data Analyst,Accenture,Delhi,138903,"Excel, Tableau"
ML Engineer,Accenture,Hyderabad,42927,"Excel, Tableau"
Business Analyst,Google,Mumbai,131218,"SQL, Power BI"
Data Scientist,Accenture,Hyderabad,40430,"Excel, Tableau"
Data Scientist,Accenture,Mumbai,143986,"Excel, Tableau"
Data Scientist,Accenture,Bangalore,82964,"Excel, Tableau"
Data Scientist,Amazon,Mumbai,104543,"SQL, Power BI"
Data Scientist,Amazon,Delhi,74276,"Excel, Tableau"
Data Analyst,Wipro,Mumbai,145257,"Python, SQL"
Data Scientist,Wipro,Delhi,141730,"Python, SQL"
Business Analyst,Accenture,Delhi,138898,"Python, Excel"
ML Engineer,Infosys,Bangalore,62340,"Excel, Tableau"
Data Scientist,Amazon,Bangalore,107760,"SQL, Power BI"
Business Analyst,Accenture,Delhi,106061,"Python, ML"
Business Analyst,Amazon,Bangalore,86411,"Python, SQL"
Business Analyst,Amazon,Hyderabad,42983,"SQL, Power BI"
Business Analyst,Accenture,Bangalore,48867,"Python, Excel"
Business Analyst,Google,Pune,47517,"Python, ML"
Data Scientist,Amazon,Bangalore,63780,"SQL, Power BI"
Data Analyst,Accenture,Delhi,144452,"SQL, Power BI"
Business Analyst,TCS,Hyderabad,88456,"Python, ML"
Data Scientist,Google,Hyderabad,95891,"Excel, Tableau"
Business Analyst,Google,Delhi,107486,"Python, SQL"
ML Engineer,Google,Pune,83775,"Python, SQL"
Data Analyst,Google,Mumbai,104921,"Python, ML"
Data Analyst,Accenture,Bangalore,132546,"Excel, Tableau"
Business Analyst,Accenture,Delhi,76333,"Excel, Tableau"
Data Scientist,Accenture,Delhi,82701,"SQL, Power BI"
ML Engineer,Amazon,Hyderabad,46328,"Python, SQL"
Business Analyst,Accenture,Bangalore,84982,"Python, ML"
Business Analyst,Amazon,Hyderabad,95109,"Python, ML"
Data Scientist,Wipro,Hyderabad,96213,"Python, Excel"
Data Analyst,Google,Delhi,130325,"SQL, Power BI"
Data Analyst,Google,Mumbai,34675,"SQL, Power BI"
Data Analyst,Amazon,Pune,53771,"SQL, Power BI"
Business Analyst,Infosys,Mumbai,84334,"Python, ML"
Data Analyst,Infosys,Hyderabad,96227,"Python, Excel"
Data Analyst,Amazon,Delhi,43026,"Python, SQL"
Data Analyst,Amazon,Mumbai,99375,"Python, ML"
Data Analyst,Infosys,Pune,127562,"Python, ML"
Data Scientist,Accenture,Delhi,87739,"Python, ML"
Business Analyst,Amazon,Bangalore,127332,"SQL, Power BI"
Data Scientist,Google,Delhi,63066,"SQL, Power BI"
ML Engineer,Amazon,Mumbai,64153,"SQL, Power BI"
ML Engineer,Google,Delhi,80155,"SQL, Power BI"
Data Scientist,Wipro,Mumbai,115192,"Python, SQL"
Data Scientist,Wipro,Mumbai,133409,"Excel, Tableau"
Data Scientist,Amazon,Mumbai,72095,"Excel, Tableau"
Data Scientist,Amazon,Pune,52990,"SQL, Power BI"
ML Engineer,TCS,Mumbai,104037,"Python, SQL"
Data Analyst,Accenture,Mumbai,41571,"SQL, Power BI"
Business Analyst,Wipro,Pune,55675,"Python, ML"
Data Analyst,Accenture,Delhi,93129,"Excel, Tableau"
Business Analyst,TCS,Mumbai,100356,"Excel, Tableau"
ML Engineer,Accenture,Delhi,41752,"Python, Excel"
Data Scientist,Amazon,Delhi,116071,"Excel, Tableau"
Data Analyst,Accenture,Mumbai,95831,"Excel, Tableau"
ML Engineer,Amazon,Mumbai,139836,"Python, Excel"
Data Analyst,Accenture,Delhi,90495,"SQL, Power BI"
Business Analyst,Amazon,Delhi,80047,"Excel, Tableau"
Data Scientist,TCS,Hyderabad,120965,"Excel, Tableau"
Data Scientist,Infosys,Bangalore,105705,"Python, ML"
ML Engineer,Infosys,Delhi,104410,"Python, Excel"
Data Scientist,Accenture,Mumbai,40251,"SQL, Power BI"
Business Analyst,TCS,Bangalore,74626,"Python, ML"
ML Engineer,Infosys,Delhi,58705,"Python, SQL"
Data Analyst,Accenture,Delhi,147657,"Python, SQL"
Data Scientist,Accenture,Mumbai,79521,"SQL, Power BI"
Data Scientist,Accenture,Pune,71805,"Excel, Tableau"
Data Scientist,Wipro,Bangalore,99394,"Python, ML"
ML Engineer,Accenture,Mumbai,91999,"Python, ML"
Data Scientist,Accenture,Mumbai,143216,"Python, Excel"
Data Scientist,Google,Hyderabad,80846,"Excel, Tableau"
Data Scientist,Amazon,Delhi,112388,"Python, SQL"
Data Scientist,Infosys,Delhi,147366,"Python, Excel"
Data Analyst,Infosys,Bangalore,122005,"Python, SQL"
Business Analyst,Infosys,Delhi,104020,"SQL, Power BI"
ML Engineer,Amazon,Bangalore,100402,"SQL, Power BI"
Data Scientist,Infosys,Hyderabad,62255,"SQL, Power BI"
Data Analyst,Accenture,Delhi,139220,"Excel, Tableau"
Data Analyst,Accenture,Bangalore,88465,"Python, Excel"
Data Analyst,Amazon,Pune,93377,"SQL, Power BI"
Data Analyst,Amazon,Hyderabad,115863,"Python, ML"
Business Analyst,Wipro,Mumbai,117311,"Excel, Tableau"
Data Scientist,TCS,Delhi,120473,"Python, SQL"
ML Engineer,Amazon,Hyderabad,121353,"Python, Excel"
ML Engineer,Amazon,Hyderabad,141446,"Python, Excel"
Data Scientist,Google,Pune,38921,"Excel, Tableau"
ML Engineer,Amazon,Mumbai,54740,"Python, SQL"
Data Analyst,Google,Pune,86916,"Excel, Tableau"
Business Analyst,Infosys,Delhi,32967,"Python, Excel"
Business Analyst,Infosys,Bangalore,99798,"SQL, Power BI"
ML Engineer,Amazon,Pune,62207,"Python, Excel"
ML Engineer,Accenture,Mumbai,96696,"Python, SQL"
Data Scientist,Infosys,Bangalore,60893,"Python, Excel"
Data Analyst,Amazon,Hyderabad,32699,"Python, SQL"
Data Analyst,Infosys,Bangalore,73499,"Python, Excel"
Data Analyst,TCS,Delhi,42910,"Python, SQL"
ML Engineer,Google,Delhi,75692,"Python, ML"
Data Analyst,Wipro,Hyderabad,111155,"Python, ML"
ML Engineer,Wipro,Hyderabad,134056,"Python, SQL"
Business Analyst,Accenture,Hyderabad,63616,"Python, Excel"
Business Analyst,Accenture,Hyderabad,116959,"Excel, Tableau"
Data Scientist,Infosys,Mumbai,30905,"Python, ML"
Data Scientist,TCS,Mumbai,104349,"Python, Excel"
Data Analyst,Wipro,Mumbai,121794,"Python, ML"
ML Engineer,TCS,Pune,50307,"Python, Excel"
Data Scientist,Accenture,Mumbai,116866,"Python, SQL"
ML Engineer,TCS,Hyderabad,86114,"Python, Excel"
ML Engineer,Infosys,Bangalore,46723,"Python, ML"
Data Analyst,Google,Bangalore,31722,"Python, Excel"
Data Scientist,Google,Bangalore,124632,"Excel, Tableau"
Data Analyst,Amazon,Pune,66349,"Python, SQL"
Data Analyst,Google,Pune,59090,"Python, ML"
ML Engineer,Infosys,Bangalore,79865,"Excel, Tableau"
Data Analyst,TCS,Hyderabad,86820,"Excel, Tableau"
Data Analyst,Infosys,Delhi,52741,"SQL, Power BI"
ML Engineer,Infosys,Pune,81713,"Excel, Tableau"
Data Scientist,Accenture,Hyderabad,130540,"SQL, Power BI"
Business Analyst,Wipro,Hyderabad,141764,"SQL, Power BI"
Data Scientist,Accenture,Delhi,92871,"SQL, Power BI"
Data Scientist,Google,Hyderabad,42648,"Python, ML"
Business Analyst,Wipro,Pune,131336,"Python, SQL"
ML Engineer,Amazon,Mumbai,46520,"Python, ML"
Business Analyst,TCS,Mumbai,31165,"Python, ML"
Data Analyst,Infosys,Pune,56905,"Python, Excel"
ML Engineer,Wipro,Hyderabad,34736,"Python, ML"
Business Analyst,Accenture,Bangalore,38999,"Python, Excel"
Data Scientist,Wipro,Hyderabad,106276,"Python, SQL"
Data Analyst,Wipro,Pune,66478,"Python, ML"
Data Analyst,Accenture,Pune,113204,"Python, ML"
Business Analyst,Google,Bangalore,45025,"SQL, Power BI"
ML Engineer,Accenture,Delhi,51060,"Python, ML"
ML Engineer,Google,Mumbai,144180,"Python, SQL"
ML Engineer,TCS,Bangalore,137687,"Python, SQL"
Data Scientist,Amazon,Pune,136074,"Python, SQL"
ML Engineer,Google,Delhi,53982,"Python, ML"
Business Analyst,Google,Pune,124902,"Python, ML"
Business Analyst,Accenture,Delhi,121459,"Excel, Tableau"
ML Engineer,Infosys,Hyderabad,74954,"SQL, Power BI"
Data Scientist,Wipro,Mumbai,109259,"SQL, Power BI"
Data Scientist,Infosys,Bangalore,93600,"SQL, Power BI"
Data Analyst,Amazon,Mumbai,58538,"Excel, Tableau"
Business Analyst,Wipro,Bangalore,111274,"Excel, Tableau"
Data Scientist,TCS,Delhi,70821,"Excel, Tableau"
ML Engineer,TCS,Delhi,119503,"Python, SQL"
Business Analyst,Amazon,Delhi,67300,"Excel, Tableau"
Business Analyst,Accenture,Hyderabad,146654,"Python, ML"
Data Scientist,Google,Pune,45550,"Python, ML"
Business Analyst,Accenture,Delhi,145435,"Python, SQL"
ML Engineer,Accenture,Bangalore,137698,"Python, SQL"
Data Scientist,Accenture,Hyderabad,49047,"Python, SQL"
ML Engineer,Infosys,Pune,129559,"Python, ML"
Data Analyst,Google,Mumbai,64228,"SQL, Power BI"
Data Analyst,Wipro,Bangalore,135006,"Python, ML"
Data Scientist,Accenture,Bangalore,45831,"SQL, Power BI"
ML Engineer,Accenture,Hyderabad,112498,"SQL, Power BI"
ML Engineer,Accenture,Mumbai,116333,"Excel, Tableau"
Data Scientist,Google,Mumbai,69291,"Python, Excel"
Data Scientist,Google,Bangalore,113078,"Python, ML"
Data Analyst,Amazon,Hyderabad,113697,"Python, Excel"
Data Scientist,Infosys,Pune,139382,"Excel, Tableau"
Data Scientist,TCS,Hyderabad,34298,"SQL, Power BI"
Data Analyst,TCS,Bangalore,93047,"SQL, Power BI"
ML Engineer,Wipro,Hyderabad,110479,"SQL, Power BI"
Business Analyst,Google,Bangalore,90394,"Excel, Tableau"
ML Engineer,Infosys,Pune,52188,"Excel, Tableau"
ML Engineer,Accenture,Mumbai,38002,"Excel, Tableau"
Data Analyst,Google,Mumbai,68162,"Excel, Tableau"
ML Engineer,TCS,Delhi,32656,"Python, SQL"
Business Analyst,TCS,Mumbai,124096,"SQL, Power BI"
ML Engineer,Amazon,Bangalore,116204,"Python, ML"
Business Analyst,Accenture,Bangalore,82666,"SQL, Power BI"
ML Engineer,Accenture,Delhi,49795,"Python, ML"
Business Analyst,Google,Pune,58123,"Python, SQL"
Business Analyst,Infosys,Delhi,72603,"SQL, Power BI"
Data Scientist,Infosys,Hyderabad,138352,"Python, SQL"
ML Engineer,Accenture,Bangalore,97708,"Python, SQL"
Data Analyst,Infosys,Bangalore,72152,"Python, Excel"
Data Scientist,Wipro,Pune,67677,"Excel, Tableau"
ML Engineer,Google,Hyderabad,65002,"Python, ML"
Business Analyst,Amazon,Mumbai,100376,"Excel, Tableau"
Data Analyst,Google,Pune,138230,"Python, SQL"
Business Analyst,Accenture,Mumbai,47963,"Python, SQL"
Data Scientist,Accenture,Bangalore,64954,"Python, Excel"
ML Engineer,Infosys,Bangalore,57438,"Python, ML"
Data Analyst,Infosys,Mumbai,93147,"Excel, Tableau"
ML Engineer,Amazon,Pune,124951,"Python, ML"
Data Scientist,Infosys,Mumbai,44260,"SQL, Power BI"
Data Scientist,Google,Delhi,108085,"Python, ML"
Data Analyst,Accenture,Pune,34314,"Excel, Tableau"
ML Engineer,Amazon,Delhi,147338,"Python, Excel"
ML Engineer,Wipro,Hyderabad,32405,"Excel, Tableau"
Data Scientist,Google,Delhi,135734,"Python, ML"
Data Scientist,Google,Hyderabad,118302,"Python, SQL"
ML Engineer,TCS,Delhi,112655,"SQL, Power BI"
Business Analyst,Google,Delhi,114349,"Excel, Tableau"
Business Analyst,Infosys,Hyderabad,125567,"Python, ML"
Business Analyst,Accenture,Mumbai,116963,"Python, Excel"
ML Engineer,Accenture,Mumbai,80612,"Python, ML"
Business Analyst,Google,Bangalore,116130,"Python, SQL"
Data Analyst,Infosys,Hyderabad,136225,"Python, Excel"
Data Scientist,Infosys,Mumbai,44019,"Python, SQL"
Data Analyst,TCS,Delhi,89777,"SQL, Power BI"
Data Scientist,Wipro,Bangalore,43477,"Python, Excel"
ML Engineer,Wipro,Bangalore,71635,"Python, SQL"
Data Analyst,Google,Delhi,122568,"Excel, Tableau"
ML Engineer,Google,Mumbai,46269,"Python, Excel"
Data Scientist,TCS,Mumbai,141371,"Excel, Tableau"
ML Engineer,Wipro,Hyderabad,32010,"Python, SQL"
Data Scientist,TCS,Bangalore,138943,"Python, SQL"
ML Engineer,Wipro,Hyderabad,56700,"SQL, Power BI"
Data Scientist,TCS,Pune,35682,"Python, Excel"
Data Scientist,Wipro,Bangalore,136831,"SQL, Power BI"
ML Engineer,TCS,Delhi,72498,"SQL, Power BI"
Data Analyst,Amazon,Pune,112369,"Excel, Tableau"
ML Engineer,Google,Mumbai,110523,"Python, ML"
ML Engineer,TCS,Hyderabad,122773,"Python, ML"
Data Scientist,Infosys,Pune,50725,"Excel, Tableau"
Business Analyst,Wipro,Hyderabad,94664,"Excel, Tableau"
Data Analyst,Google,Hyderabad,80880,"SQL, Power BI"
ML Engineer,Google,Mumbai,123545,"SQL, Power BI"
ML Engineer,Infosys,Hyderabad,121191,"Python, Excel"
Data Scientist,Amazon,Bangalore,77092,"Python, SQL"
Data Analyst,Google,Hyderabad,52012,"SQL, Power BI"
Data Analyst,Google,Hyderabad,105452,"Excel, Tableau"
Data Analyst,Google,Pune,41156,"Excel, Tableau"
Business Analyst,TCS,Delhi,81456,"Python, Excel"
Business Analyst,Amazon,Hyderabad,111128,"SQL, Power BI"
Data Analyst,Google,Delhi,83306,"Python, SQL"
Data Analyst,Google,Delhi,114234,"Python, ML"
Data Analyst,Infosys,Bangalore,80733,"Python, ML"
Data Analyst,Accenture,Hyderabad,144783,"Python, ML"
Data Scientist,Infosys,Bangalore,59015,"SQL, Power BI"
Data Scientist,Amazon,Delhi,78162,"SQL, Power BI"
Data Analyst,Accenture,Pune,46509,"Excel, Tableau"
ML Engineer,Infosys,Mumbai,94898,"Python, Excel"
Business Analyst,Google,Hyderabad,35672,"Python, SQL"
Business Analyst,TCS,Pune,85214,"Excel, Tableau"
ML Engineer,TCS,Mumbai,115807,"Python, ML"
Data Scientist,Amazon,Pune,108995,"Excel, Tableau"
Business Analyst,Amazon,Pune,83201,"Python, ML"
Business Analyst,Accenture,Hyderabad,145407,"Excel, Tableau"
Data Analyst,Amazon,Hyderabad,85596,"Python, ML"
ML Engineer,Google,Pune,31680,"SQL, Power BI"
Data Analyst,Infosys,Pune,53678,"Python, SQL"
Business Analyst,Wipro,Pune,112976,"Python, SQL"
Data Scientist,Google,Delhi,126187,"Python, ML"
Business Analyst,Accenture,Delhi,67116,"Python, Excel"
ML Engineer,Infosys,Pune,92049,"SQL, Power BI"
Data Analyst,Wipro,Mumbai,84583,"Python, ML"
Business Analyst,Google,Hyderabad,62189,"Python, Excel"
ML Engineer,TCS,Bangalore,120087,"Python, ML"
Data Scientist,Amazon,Pune,82298,"SQL, Power BI"
Data Analyst,Amazon,Pune,34738,"Excel, Tableau"
ML Engineer,Accenture,Bangalore,60184,"Python, ML"
ML Engineer,Accenture,Delhi,71592,"Excel, Tableau"
Data Analyst,Wipro,Pune,137370,"SQL, Power BI"
Data Analyst,Wipro,Delhi,91994,"Python, ML"
Data Scientist,Amazon,Hyderabad,139048,"Excel, Tableau"
ML Engineer,Amazon,Mumbai,116844,"SQL, Power BI"
Business Analyst,Google,Bangalore,38702,"Python, Excel"
Data Analyst,TCS,Hyderabad,115848,"Python, SQL"
ML Engineer,Accenture,Pune,105200,"Python, SQL"
ML Engineer,TCS,Delhi,142611,"Python, ML"
Business Analyst,Accenture,Pune,104522,"Python, SQL"
Data Analyst,Accenture,Bangalore,33856,"Python, SQL"
Data Scientist,Wipro,Bangalore,43549,"Excel, Tableau"
Data Analyst,Accenture,Hyderabad,123354,"Python, SQL"
Data Scientist,Infosys,Pune,62860,"Python, SQL"
Data Scientist,Amazon,Pune,86089,"Python, SQL"
Data Analyst,Wipro,Hyderabad,99800,"SQL, Power BI"
